в + 'угон' + dat;flags='mw:PR';в угон
в + уровень + с/со;flags='mw:PR';в уровень с
в + 'условиях' + gen;flags='mw:PR';в условиях
в + 'ущерб';flags='mw:PR';в ущерб
в + 'форме' + gen;flags='mw:PR';в форме
в + 'характере' + gen;flags='mw:PR';в характере
в + 'ходе' + gen;flags='mw:PR';в ходе
в + 'целях' + gen;flags='mw:PR';в целях
в + 'части' + gen;flags='mw:PR';в части
в + 'честь' + gen;flags='mw:PR';в честь
в + 'числе' + gen;flags='mw:PR';в числе
в + 'шаге' + от/ото;flags='mw:PR';в шаге от
вблизи + от/ото;flags='mw:PR';вблизи от
вверх + по;flags='mw:PR';вверх по
вдалеке + от/ото;flags='mw:PR';вдалеке от
вдали + от/ото;flags='mw:PR';вдали от
вдогонку + за;flags='mw:PR';вдогонку за
вдоль + по;flags='mw:PR';вдоль по
вкупе + с/со;flags='mw:PR';вкупе с
влево + от/ото;flags='mw:PR';влево от
вместе + с/со;flags='mw:PR';вместе с
вне + 'границ';flags='mw:PR';вне границ
вне + 'пределов';flags='mw:PR';вне пределов
вне + 'рамок';flags='mw:PR';вне рамок
вне + 'сферы';flags='mw:PR';вне сферы
вниз + по;flags='mw:PR';вниз по
во + 'вкусе' + gen;flags='mw:PR';во вкусе
во + 'власти' + gen;flags='mw:PR';во власти
во + 'главе' + gen;flags='mw:PR';во главе
во + 'главе' + с/со;flags='mw:PR';во главе с
во + 'здравие' + gen;flags='mw:PR';во здравие
во + 'избежание';flags='mw:PR';во избежание
во + 'изменение';flags='mw:PR';во изменение
во + 'имя';flags='mw:PR';во имя
во + 'славу' + gen;flags='mw:PR';во славу
'вплотную' + к/ко;flags='mw:PR';вплотную к
вплоть + до;flags='mw:PR';вплоть до
вплоть + к/ко;flags='mw:PR';вплоть к
вправо + от/ото;flags='mw:PR';вправо от
впредь + до;flags='mw:PR';впредь до
вровень + с/со;flags='mw:PR';вровень с
вслед + за;flags='mw:PR';вслед за
'глядя' + на;flags='mw:PR';глядя на
'глядя' + по;flags='mw:PR';глядя по
далеко + за + NUM/ANUM;flags='mw:PR';далеко за
для + ради;flags='mw:PR';для ради
за + 'вычетом';flags='mw:PR';за вычетом
за + 'границами' + gen;flags='mw:PR';за границами
за + 'границы' + gen;flags='mw:PR';за границы
за + 'исключением';flags='mw:PR';за исключением
за + 'неимением';flags='mw:PR';за неимением
за + 'пределами';flags='mw:PR';за пределами
за + 'счет';flags='mw:PR';за счет
задолго + до;flags='mw:PR';задолго до
из + 'расчета';flags='mw:PR';из расчета
из + 'среды';flags='mw:PR';из среды
'именем' + gen&inan;flags='mw:PR';именем
!PR + 'имени' + gen;flags='mw:PR';имени (кого-л.)
'исходя' + из/изо;flags='mw:PR';исходя из
к + 'довершению' + gen;flags='mw:PR';к довершению
к + 'чести' + gen;flags='mw:PR';к чести
ко + 'времени' + gen;flags='mw:PR';ко времени
'лицом' + к/ко;flags='mw:PR';лицом к
к + dat + 'лицом';flags='mw:ADV mw:dir mw:shift'; (к кому-л. лицом)
на + 'благо';flags='mw:PR';на благо
на + 'волне' + [0..2]r:abstr&gen;flags='mw:PR mw:shift';на волне
на + 'глазах' + gen;flags='mw:PR';на глазах (чего-л.)
на + 'глазах' + у;flags='mw:PR';на глазах у
на + 'грани';flags='mw:PR';на грани
на + 'имя' + gen;flags='mw:PR';на имя
на + 'манер';flags='mw:PR';на манер
на + 'месте' + gen;flags='mw:PR';на месте
на + 'начало';flags='mw:PR';на начало
на + 'ниве' + gen;flags='mw:PR';на ниве
на + 'основании';flags='mw:PR';на основании
на + 'основе';flags='mw:PR';на основе
на + 'переднем' + 'крае' + gen;flags='mw:PR mw:shift';на переднем крае
на + 'порог' + gen;flags='mw:PR';на порог
на + 'пороге' + gen;flags='mw:PR';на пороге
на + 'потребу';flags='mw:PR';на потребу
на + 'почве' + gen;flags='mw:PR';на почве
на + 'правах' + gen;flags='mw:PR';на правах
на + 'предмет';flags='mw:PR';на предмет
на + 'примере' + gen;flags='mw:PR';на примере
на + 'протяжении';flags='mw:PR';на протяжении
на + 'пути' + gen;flags='mw:PR';на пути
на + 'радость' + gen;flags='mw:PR';на радость
на + 'случай';flags='mw:PR';на случай
на + 'смену';flags='mw:PR';на смену
на + 'срок';flags='mw:PR';на срок
на + 'стороне' + anim&gen;flags='mw:PR';на стороне (кого-л.)
на + 'страже' + gen;flags='mw:PR mw:ADV';на страже
на + 'счету' + gen;flags='mw:PR';на счету
на + 'тему';flags='mw:PR';на тему
'наискосок' + от/ото;flags='mw:PR';наискосок от
'наискось' + от/ото;flags='mw:PR';наискось от
'налево' + от/ото;flags='mw:PR';налево от
'направо' + от/ото;flags='mw:PR';направо от
'наравне' + с/со;flags='mw:PR';наравне с
'наряду' + с/со;flags='mw:PR';наряду с
'начиная' + от/ото;flags='mw:PR';начиная от
'начиная' + с/со;flags='mw:PR';начиная с
не + без;flags='mw:PR';не без
не + 'доходя';flags='mw:PR';не доходя
не + 'считая';flags='mw:PR';не считая
невдалеке + от/ото;flags='mw:PR';невдалеке от
невзирая + на;flags='mw:PR';невзирая на
недалеко + от/ото;flags='mw:PR';недалеко от
независимо + от/ото;flags='mw:PR';независимо от
незадолго + до;flags='mw:PR';незадолго до
неподалеку + от/ото;flags='mw:PR';неподалеку от
несмотря + на;flags='mw:PR mw:CONJ';несмотря на
о + 'бок' + с/со;flags='mw:ADV mw:dist:min mw:shift';о бок с
одновременно + с/со;flags='mw:PR';одновременно с
от + 'имени';flags='mw:PR';от имени
от + 'лица' + gen;flags='mw:PR mw:shift';от лица
от + 'рук' + gen;flags='mw:PR mw:shift';от рук
от + 'руки' + gen;flags='mw:PR mw:shift';от руки
пасть/погибать/умирать + от + 'руки';flags='mw:ADV mw:shift'; (пасть и т.д. от руки кого-л.)
'перед' + 'лицом' + gen;flags='mw:PR mw:shift';перед лицом
'перед' + 'началом';flags='mw:PR';перед началом
по + 'адресу';flags='mw:PR';по адресу
по + 'бокам' + gen;flags='mw:PR mw:dir';по бокам (чего-л.)
по + 'бокам' + от/ото;flags='mw:PR mw:dir';по бокам от
по + 'вине';flags='mw:PR';по вине
по + 'вопросам';flags='mw:PR';по вопросам
по + 'вопросу';flags='mw:PR';по вопросу
по + 'выражению';flags='mw:PR';по выражению
по + 'долгу' + gen;flags='mw:PR';по долгу
по + 'истечении';flags='mw:PR';по истечении
по + 'линии' + gen;flags='mw:PR';по линии
по + 'манию';flags='mw:PR';по манию
по + 'мере' + gen;flags='mw:PR';по мере
по + 'милости';flags='mw:PR';по милости
по + 'миновании';flags='mw:PR';по миновании
по + 'мнению';flags='mw:PR';по мнению
по + 'наущению';flags='mw:PR';по наущению
по + 'неимению';flags='mw:PR';по неимению
по + 'образу' + gen;flags='mw:PR';по образу
по + 'образу' + и + 'подобию';flags='mw:PR';по образу и подобию
по + 'окончании';flags='mw:PR';по окончании
по + 'поводу';flags='mw:PR';по поводу
по + 'примеру';flags='mw:PR';по примеру
по + 'принципу' + gen;flags='mw:PR';по принципу
по + 'причине';flags='mw:PR';по причине
по + 'прошествии';flags='mw:PR';по прошествии
по + 'сведениям';flags='mw:PR';по сведениям
по + 'согласованию' + с/со;flags='mw:PR';по согласованию с
по + 'сравнению' + с/со;flags='mw:PR';по сравнению с
по + 'уполномочию';flags='mw:PR';по уполномочию
по + 'ходу' + gen;flags='mw:PR';по ходу
по + 'части' + gen;flags='mw:PR';по части
'поблизости' + от/ото;flags='mw:PR';поблизости от
под + 'видом';flags='mw:PR';под видом
под + 'знаком';flags='mw:PR';под знаком
под + 'знамена';flags='mw:PR';под знамена
под + 'знаменами';flags='mw:PR';под знаменами
под + 'знаменем';flags='mw:PR';под знаменем
под + 'знамя';flags='mw:PR';под знамя
под + 'командованием';flags='mw:PR';под командованием
под + 'личиной';flags='mw:PR';под личиной
под + 'маркой';flags='mw:PR';под маркой
под + 'названием';flags='mw:PR';под названием
под + 'началом';flags='mw:PR';под началом
под + 'номером';flags='mw:PR';под номером
под + 'покровом' + gen;flags='mw:PR';под покровом
под + 'предлогом';flags='mw:PR';под предлогом
под + 'сенью';flags='mw:PR';под сенью
под + 'стать';flags='mw:PR';под стать
под + 'стенами' + gen;flags='mw:PR mw:place';под стенами
под + 'тон';flags='mw:PR';под тон
под + 'углом';flags='mw:PR';под углом
под + 'эгидой';flags='mw:PR';под эгидой
'поодаль' + от/ото;flags='mw:PR';поодаль от
при + 'помощи';flags='mw:PR';при помощи
при + 'посредстве';flags='mw:PR';при посредстве
при + 'условии';flags='mw:PR';при условии
'применительно' + к/ко;flags='mw:PR';применительно к
'рядом' + с/со;flags='mw:PR';рядом с
с + 'ведома';flags='mw:PR';с ведома
с + 'легкой' + 'руки';flags='mw:PR mw:ADV';с легкой руки
с + 'момента';flags='mw:PR';с момента
с + 'начала' + gen;flags='mw:PR';с начала
с + 'началом' + gen;flags='mw:PR';с началом
с + 'подачи';flags='mw:PR';с подачи
с + 'помощью';flags='mw:PR';с помощью
с + 'учетом';flags='mw:PR';с учетом
с + 'целью';flags='mw:PR';с целью
'сбоку' + от/ото;flags='mw:PR';сбоку от
сквозь + 'призму' + gen;flags='mw:PR';сквозь призму
'слева' + от/ото;flags='mw:PR';слева от
'следом' + за;flags='mw:PR';следом за
'смотря' + по;flags='mw:PR';смотря по
со + 'слов' + gen;flags='mw:PR mw:PARENTH';со слов
со + 'стороны' + gen;flags='mw:PR';со стороны
'совместно' + с/со;flags='mw:PR';совместно с
'согласно' + с/со;flags='mw:PR';согласно с
'сообразно' + с/со;flags='mw:PR';сообразно с
'соответственно' + с/со;flags='mw:PR';соответственно с
'соразмерно' + с/со;flags='mw:PR';соразмерно с
'справа' + от/ото;flags='mw:PR';справа от
'сравнительно' + с/со;flags='mw:PR';сравнительно с
'судя' + по;flags='mw:PR';судя по
через + 'посредство';flags='mw:PR';через посредство
через + 'призму' + gen;flags='mw:PR';через призму
абы + где;flags='mw:ADVPRO';абы где
абы + как;flags='mw:ADVPRO';абы как
абы + куда;flags='mw:ADVPRO';абы куда
'баш' + на + 'баш';flags='mw:ADV';баш на баш
без + 'боя';flags='mw:ADV';без боя
без + возврат + !gen;flags='mw:ADV';без возврата (возврату)
без + 'всяких' + !gen;flags='mw:ADV';без всяких
без + 'всякого' + 'прекословия';flags='mw:ADV';без всякого прекословия
без + 'выражения';flags='mw:ADV';без выражения
без + 'году'/'года' + неделя;flags='mw:ADV mw:time';без году неделя
без + 'дальних' + 'разговоров';flags='mw:ADV';без дальних разговоров
без + 'дальних' + 'слов';flags='mw:ADV';без дальних слов
без + 'души';flags='mw:ADV';без души
без + забота;flags='mw:ADV';без забот (заботы)
без + 'задних' + 'ног';flags='mw:ADV mw:shift';без задних ног
без + 'задоринки';flags='mw:ADV';без задоринки
без + 'зазрения' + 'совести';flags='mw:ADV';без зазрения совести
без + 'запинки';flags='mw:ADV';без запинки
без + 'затей';flags='mw:ADV';без затей
без + 'исключения';flags='mw:ADV';без исключения
без + 'конца';flags='mw:ADV';без конца
без + 'конца' + и + 'края';flags='mw:ADV mw:rep';без конца и края
без + 'копейки';flags='mw:ADV';без копейки
без + 'копейки' + 'денег';flags='mw:ADV';без копейки денег
без + 'копья';flags='mw:ADV';без копья
без + 'лишних' + 'разговоров';flags='mw:ADV';без лишних разговоров
без + 'лишних' + 'слов';flags='mw:ADV';без лишних слов
без + 'мала';flags='mw:ADV';без мала
без + 'меры';flags='mw:ADV';без меры
без + 'надобности';flags='mw:PRAEDIC';без надобности
без + 'намерения';flags='mw:ADV';без намерения
без + 'никаких' + !S;flags='mw:ADV';без никаких
без + 'обиняков';flags='mw:ADV';без обиняков
без + 'оглядки';flags='mw:ADV';без оглядки
без + 'околичностей';flags='mw:ADV';без околичностей
без + 'опаски';flags='mw:ADV';без опаски
без + 'остатка';flags='mw:ADV';без остатка
без + 'отдачи';flags='mw:ADV';без отдачи
без + 'отрыва' + от + 'производства';flags='mw:ADV';без отрыва от производства
без + 'очереди';flags='mw:ADV';без очереди
без + 'памяти';flags='mw:ADV';без памяти
без + 'передышки';flags='mw:ADV';без передышки
без + 'помпы';flags='mw:ADV';без помпы
без + 'прекословия';flags='mw:ADV';без прекословия
без + преувеличение;flags='mw:ADV';без преувеличения (без преувеличений)
без + 'прикрас';flags='mw:ADV';без прикрас
без + продых;flags='mw:ADV';без продыха (продыху)
без + промах;flags='mw:ADV';без промаха (без промаху)
без + просып;flags='mw:ADV';без просыпа (без просыпу)
без + 'пяти' + минут + anim;flags='mw:ADV';без пяти минут (кто-л.)
без + разбор;flags='mw:ADV';без разбора (разбору)
без + разговор;flags='mw:ADV';без разговоров (разговора, разговору)
без + различие;flags='mw:ADV';без различия (различий)
без + 'руля' + и + без + 'ветрил';flags='mw:ADV';без руля и без ветрил
без + 'следа';flags='mw:ADV';без следа
без + смех;flags='mw:ADV';без смеха (смеху)
без + 'сознания';flags='mw:ADV';без сознания
без + спрос;flags='mw:ADV';без спроса (спросу)
без + 'страха';flags='mw:ADV';без страха
без + 'суда';flags='mw:ADV';без суда
без + 'суда' + и + 'следствия';flags='mw:ADV';без суда и следствия
без + 'сучка' + без + 'задоринки';flags='mw:ADV';без сучка без задоринки
без + 'сучка' + и + 'задоринки';flags='mw:ADV';без сучка и задоринки
без + 'счета'/'счету';flags='mw:ADV';без счета (счету)
без + 'толку'/'толка';flags='mw:ADV';без толку (толка)
без + 'труда';flags='mw:ADV';без труда
без + 'удержу'/'удержа';flags='mw:ADV';без удержу (удержа)
без + 'ума';flags='mw:PRAEDIC';без ума
без + 'умолку'/'умолка';flags='mw:ADV';без умолку (умолка)
без + 'устали';flags='mw:ADV';без устали
без + 'утайки';flags='mw:ADV';без утайки
без + 'фокусов';flags='mw:ADV';без фокусов
без + 'чинов';flags='mw:ADV';без чинов
без + 'числа';flags='mw:ADV';без числа
безо + 'всяких' + !gen;flags='mw:ADV';безо всяких
битый + час;flags='mw:ADV mw:dur:max';битый час
'благим' + 'матом';flags='mw:ADV mw:shift';благим матом
бог + 'весть' + где;flags='mw:ADVPRO';бог весть где
бог + 'весть' + зачем;flags='mw:ADVPRO';бог весть зачем
бог + 'весть' + как;flags='mw:ADVPRO';бог весть как
бог + 'весть' + когда;flags='mw:ADVPRO';бог весть когда
бог + 'весть' + куда;flags='mw:ADVPRO';бог весть куда
бог + 'весть' + откуда;flags='mw:ADVPRO';бог весть откуда
бог + 'весть' + почему;flags='mw:ADVPRO';бог весть почему
бог + 'знает' + где;flags='mw:ADVPRO';бог знает где
бог + 'знает' + зачем;flags='mw:ADVPRO';бог знает зачем
бог + 'знает' + как;flags='mw:ADVPRO';бог знает как
бог + 'знает' + когда;flags='mw:ADVPRO';бог знает когда
бог + 'знает' + куда;flags='mw:ADVPRO';бог знает куда
бог + 'знает' + откуда;flags='mw:ADVPRO';бог знает откуда
бог + 'знает' + почему;flags='mw:ADVPRO';бог знает почему
бог + 'знает' + сколько;flags='mw:ADVPRO';бог знает сколько
бок + о + 'бок';flags='mw:ADV mw:dist:min mw:shift';бок о бок
'более' + или + 'менее';flags='mw:ADV mw:rep';более или менее
'более' + 'менее';flags='mw:ADV mw:rep';более-менее
'более-менее';flags='mw:ADV mw:rep'; (другие примеры)
'большой' + 'кровью';flags='mw:ADV mw:shift';большой кровью
борт + о + борт;flags='mw:ADV';борт о борт
будто + аршин + проглатывать;flags='mw:ADV mw:ev:neg';будто аршин проглотил
будто + игрушка;flags='mw:ADV';будто игрушка
будто + 'ножом' + по + сердце;flags='mw:ADV';будто ножом по сердцу
буква + в + 'букву';flags='mw:ADV';буква в букву
в + авангард;flags='mw:ADV';в авангарде
в + ажур;flags='mw:ADV mw:PRAEDIC';в ажуре
в + 'аккурат';flags='mw:ADV';в аккурат
в + 'аккурате';flags='mw:ADV';в аккурате
в + бараний + рог;flags='mw:ADV';в бараний рог
в + бараний + рог + сгибать/согнуть;flags='mw:ADV'; (в бараний рог согнуть)
в + 'бегах';flags='mw:PRAEDIC';в бегах
в + 'беспорядке';flags='mw:ADV';в беспорядке
в + блаженный + неведение;flags='mw:PRAEDIC';в блаженном неведении
в + 'большинстве' + !gen;flags='mw:ADV';в большинстве
в + 'большинстве' + 'своем';flags='mw:ADV';в большинстве своем
в + 'большинстве' + 'случаев';flags='mw:ADV';в большинстве случаев
в + APRO&r:poss + власть;flags='mw:PRAEDIC';в (чьей-л.) власти
в + выгодный + освещение;flags='mw:ADV mw:shift';в выгодном освещении
в + выгодный + свет;flags='mw:ADV mw:shift';в выгодном свете
в + 'высшей' + 'степени';flags='mw:ADV';в высшей степени
в + глубина + душа;flags='mw:ADV';в глубине души
в + глубина + сердце;flags='mw:ADV';в глубине сердца
в + 'глубине' + 'веков';flags='mw:ADV';в глубине веков
в + 'глубину' + 'веков';flags='mw:ADV';в глубину веков
в + 'головах' + !S;flags='mw:ADV';в головах
в + 'горошек';flags='mw:ADV';в горошек
в + 'гости';flags='mw:ADV';в гости
в + 'гостях';flags='mw:ADV';в гостях
в + 'дальнейшем';flags='mw:ADV';в дальнейшем
в + 'данный' + 'момент';flags='mw:ADV';в данный момент
в + 'два' + 'счета';flags='mw:ADV';в два счета
в + 'двух' + 'лицах';flags='mw:ADV';в двух лицах
в + 'двух' + 'словах';flags='mw:ADV';в двух словах
в + 'девицах';flags='mw:ADV';в девицах
в + 'девичестве';flags='mw:ADV';в девичестве
в + 'девках';flags='mw:ADV';в девках
в + 'действительности';flags='mw:ADV';в действительности
'был'/'была'/'были' + в + 'деле';flags='mw:PRAEDIC';в деле (быть)
в + 'диковинку';flags='mw:ADV';в диковинку
в + 'диковину';flags='mw:ADV';в диковину
в + 'добавление';flags='mw:ADV';в добавление
в + 'добрую' + 'минуту';flags='mw:ADV';в добрую минуту
в + 'добрый' + 'час';flags='mw:ADV';в добрый час
в + 'довершение';flags='mw:ADV';в довершение
в + 'довершение' + 'всего';flags='mw:ADV';в довершение всего
в + 'догонку';flags='mw:ADV';в догонку
в + 'дозоре';flags='mw:PRAEDIC';в дозоре
в + 'долг';flags='mw:ADV';в долг
в + 'долгах';flags='mw:ADV';в долгах
в + 'долгу';flags='mw:ADV';в долгу
в + 'доле';flags='mw:PRAEDIC';в доле
в + 'доску' + A/APRO;flags='mw:ADV';в доску (пьяный)
свой + в + 'доску';flags='mw:ADV'; (свой в доску)
в + 'драбадан';flags='mw:ADV';в драбадан
в + 'другой' + 'раз';flags='mw:ADV';в другой раз
в + 'душе';flags='mw:ADV';в душе
в + 'дым';flags='mw:ADV mw:shift';в дым (пьяный)
в + 'дымину';flags='mw:ADV mw:shift';в дымину (пьяный)
в + жизнь + не;flags='mw:ADV';в жизнь (в жизни) не…
быть/находиться + в + 'зависимости';flags='mw:PRAEDIC';в зависимости (быть, находиться)
в + 'завязе';flags='mw:ADV';в завязе
в + 'завязке';flags='mw:ADV';в завязке
в + 'загоне';flags='mw:ADV';в загоне
в + 'заключение';flags='mw:ADV';в заключение
в + 'заложниках';flags='mw:ADV';в заложниках
в + 'заложники';flags='mw:ADV';в заложники
в + 'замену';flags='mw:PR';в замену
в + 'запарке';flags='mw:ADV';в запарке
в + 'запасе';flags='mw:ADV';в запасе
в + 'зародыше';flags='mw:ADV';в зародыше
в + 'затылок' + t:move;flags='mw:ADV';в затылок (идти и т. п.)
в + 'здравом' + 'уме';flags='mw:ADV';в здравом уме
в + 'знак' + 'памяти';flags='mw:ADV';в знак памяти
в + 'знак' + 'признательности';flags='mw:ADV';в знак признательности
в + 'знак' + 'уважения';flags='mw:ADV';в знак уважения
в + 'избытке';flags='mw:ADV';в избытке
в + 'итоге';flags='mw:ADV';в итоге
в + 'карандаше';flags='mw:ADV';в карандаше
A + в + 'квадрате';flags='mw:ADV';в квадрате
в + 'кильватер';flags='mw:ADV';в кильватер (идти)
в + 'кильватере';flags='mw:ADV';в кильватере (следовать)
r:concr + в + 'клетку';flags='mw:ADV';в клетку
в + 'клеточку';flags='mw:ADV';в клеточку
в + A + 'ключе';flags='mw:ADV';в (каком-л.) ключе
в + APRO + 'ключе';flags='mw:ADV';в (этом, таком) ключе
в + 'когтях';flags='mw:PRAEDIC';в когтях (быть)
в + 'кои' + 'то' + 'веки';flags='mw:ADV';в кои-то веки
в + 'конце' + 'концов';flags='mw:ADV mw:rep';в конце концов
в + 'копейку';flags='mw:ADV';в копейку
в + 'корне';flags='mw:ADV';в корне
в + 'короткое' + 'время';flags='mw:ADV';в короткое время
в + 'косую' + 'сажень';flags='mw:ADV';в косую сажень
в + 'косую' + 'сажень' + рост;flags='mw:ADV'; (в косую сажень рост)
в + 'крайнем' + 'случае';flags='mw:ADV';в крайнем случае
в + 'крайности';flags='mw:ADV';в крайности
в + 'красках';flags='mw:ADV';в красках
в + r:poss + 'краях';flags='mw:ADV';в (наших, ваших) краях
в + 'кружок';flags='mw:ADV';в кружок
в + 'кураже';flags='mw:ADV';в кураже
в + 'курсах';flags='mw:PRAEDIC';в курсах
в + 'курсе';flags='mw:PRAEDIC';в курсе
в + 'курсе' + 'дела';flags='mw:PRAEDIC';в курсе дела
в + 'лад';flags='mw:ADV';в лад
в + 'ладах';flags='mw:ADV';в ладах
в + 'ладу';flags='mw:ADV';в ладу
в + 'летах';flags='mw:ADV';в летах
в + 'лицах' + V&t:speech;flags='mw:ADV mw:shift';в лицах (рассказывать и т.д.)
в + 'лицах' + изображать/представлять;flags='mw:ADV mw:shift'; (в лицах изображать, представлять)
изображать/представлять/рассказывать/пересказывать + [0..1]в + 'лицах';flags='mw:ADV mw:shift'; (изображать и т.д. в лицах)
в + APRO&r:poss + 'лице';flags='mw:ADV mw:shift';в (чьем-л.) лице
бросать/кидать + [0..1]в + 'лицо';flags='mw:ADV mw:shift';в лицо (бросить и т.д.)
знать + [0..2]в + 'лицо';flags='mw:ADV mw:shift'; в лицо (знать)
